Date,AveragePrice,Total Volume,year,region
2016-04-24,1.18,102490.2,2016,Albany
2016-04-17,1.22,86433.63,2016,Albany
2016-04-10,1.46,70253.3,2016,Albany
2016-04-03,0.85,81694.23,2016,Albany
2016-04-24,0.79,654018.81,2016,Atlanta
2016-04-17,0.89,512348.02,2016,Atlanta
2016-04-10,0.83,590001.82,2016,Atlanta
2016-04-03,1.03,423485.95,2016,Atlanta
2016-04-24,1.13,915500.04,2016,BaltimoreWashington
2016-04-17,1.13,841839.93,2016,BaltimoreWashington
2016-04-10,1.12,789348.02,2016,BaltimoreWashington
2016-04-03,1.14,770876.88,2016,BaltimoreWashington
2016-04-24,0.65,79562.45,2016,Boise
2016-04-17,0.67,109590.28,2016,Boise
2016-04-10,0.82,86897.72,2016,Boise
2016-04-03,0.82,97650.29,2016,Boise
2016-04-24,1.07,626895.08,2016,Boston
2016-04-17,1.08,617179.71,2016,Boston
2016-04-10,0.99,652546.84,2016,Boston
2016-04-03,1.11,559718.46,2016,Boston
2016-04-24,1.15,171142.36,2016,BuffaloRochester
2016-04-17,1.14,169355.39,2016,BuffaloRochester
2016-04-10,1.1,152123.92,2016,BuffaloRochester
2016-04-03,1.04,154802.0,2016,BuffaloRochester
2016-04-24,0.84,6933382.4,2016,California
2016-04-17,0.93,6397813.48,2016,California
2016-04-10,0.94,6509000.56,2016,California
2016-04-03,0.93,6060843.76,2016,California
2016-04-24,1.12,217385.39,2016,Charlotte
2016-04-17,1.14,212440.76,2016,Charlotte
2016-04-10,1.1,210587.77,2016,Charlotte
2016-04-03,1.12,192341.67,2016,Charlotte
2016-04-24,1.08,879308.05,2016,Chicago
2016-04-17,1.08,913421.8,2016,Chicago
2016-04-10,1.11,770661.72,2016,Chicago
2016-04-03,1.15,712210.03,2016,Chicago
2016-04-24,0.94,218247.37,2016,CincinnatiDayton
2016-04-17,0.93,228211.44,2016,CincinnatiDayton
2016-04-10,0.89,210309.77,2016,CincinnatiDayton
2016-04-03,0.89,191169.34,2016,CincinnatiDayton
2016-04-24,0.72,242277.45,2016,Columbus
2016-04-17,0.97,172183.83,2016,Columbus
2016-04-10,0.96,135905.09,2016,Columbus
2016-04-03,0.95,147520.15,2016,Columbus
2016-04-24,0.65,1482923.45,2016,DallasFtWorth
2016-04-17,0.69,1339725.73,2016,DallasFtWorth
2016-04-10,0.69,1424317.64,2016,DallasFtWorth
2016-04-03,0.7,1339210.2,2016,DallasFtWorth
2016-04-24,0.93,661913.55,2016,Denver
2016-04-17,0.78,1011265.53,2016,Denver
2016-04-10,0.77,982817.77,2016,Denver
2016-04-03,0.83,829424.24,2016,Denver
2016-04-24,1.0,331109.85,2016,Detroit
2016-04-17,0.97,447346.61,2016,Detroit
2016-04-10,1.03,312995.88,2016,Detroit
2016-04-03,1.02,335108.11,2016,Detroit
2016-04-24,1.07,181857.18,2016,GrandRapids
2016-04-17,0.89,332191.52,2016,GrandRapids
2016-04-10,1.17,155143.97,2016,GrandRapids
2016-04-03,1.1,156883.18,2016,GrandRapids
2016-04-24,0.96,3735389.44,2016,GreatLakes
2016-04-17,0.98,4154218.26,2016,GreatLakes
2016-04-10,1.05,3126127.34,2016,GreatLakes
2016-04-03,1.04,2968139.47,2016,GreatLakes
2016-04-24,1.09,283535.19,2016,HarrisburgScranton
2016-04-17,1.05,257743.57,2016,HarrisburgScranton
2016-04-10,1.05,237139.23,2016,HarrisburgScranton
2016-04-03,1.13,186673.69,2016,HarrisburgScranton
2016-04-24,1.25,342796.24,2016,HartfordSpringfield
2016-04-17,1.18,284479.69,2016,HartfordSpringfield
2016-04-10,1.17,280729.03,2016,HartfordSpringfield
2016-04-03,1.36,254201.52,2016,HartfordSpringfield
2016-04-24,0.67,1393042.56,2016,Houston
2016-04-17,0.69,1310677.68,2016,Houston
2016-04-10,0.7,1271741.46,2016,Houston
2016-04-03,0.72,1256919.1,2016,Houston
2016-04-24,0.95,217736.25,2016,Indianapolis
2016-04-17,0.97,218237.53,2016,Indianapolis
2016-04-10,1.07,168009.21,2016,Indianapolis
2016-04-03,0.99,154098.59,2016,Indianapolis
2016-04-24,0.8,267225.58,2016,Jacksonville
2016-04-17,1.0,184827.45,2016,Jacksonville
2016-04-10,0.8,261081.39,2016,Jacksonville
2016-04-03,1.01,181662.16,2016,Jacksonville
2016-04-24,0.83,359872.46,2016,LasVegas
2016-04-17,0.81,379464.47,2016,LasVegas
2016-04-10,0.87,354098.37,2016,LasVegas
2016-04-03,0.84,298710.72,2016,LasVegas
2016-04-24,0.75,3136882.52,2016,LosAngeles
2016-04-17,0.76,3185230.67,2016,LosAngeles
2016-04-10,0.77,3288356.88,2016,LosAngeles
2016-04-03,0.82,2793982.31,2016,LosAngeles
2016-04-24,0.93,92553.22,2016,Louisville
2016-04-17,0.92,95475.44,2016,Louisville
2016-04-10,0.9,83504.74,2016,Louisville
2016-04-03,0.85,91459.57,2016,Louisville
2016-04-24,0.88,896845.48,2016,MiamiFtLauderdale
2016-04-17,1.12,558953.75,2016,MiamiFtLauderdale
2016-04-10,0.87,841731.76,2016,MiamiFtLauderdale
2016-04-03,1.15,543234.89,2016,MiamiFtLauderdale
2016-04-24,1.04,3332609.87,2016,Midsouth
2016-04-17,1.06,3029003.02,2016,Midsouth
2016-04-10,1.05,2836884.82,2016,Midsouth
2016-04-03,1.07,2690267.94,2016,Midsouth
2016-04-24,0.81,233759.31,2016,Nashville
2016-04-17,0.9,178369.19,2016,Nashville
2016-04-10,0.82,206829.38,2016,Nashville
2016-04-03,0.95,165587.67,2016,Nashville
2016-04-24,0.87,295498.57,2016,NewOrleansMobile
2016-04-17,0.87,323909.4,2016,NewOrleansMobile
2016-04-10,0.87,312471.42,2016,NewOrleansMobile
2016-04-03,0.89,316709.44,2016,NewOrleansMobile
2016-04-24,1.12,1718055.86,2016,NewYork
2016-04-17,1.08,1030786.84,2016,NewYork
2016-04-10,1.09,987897.9,2016,NewYork
2016-04-03,1.31,1240608.2,2016,NewYork
2016-04-24,1.13,4815249.22,2016,Northeast
2016-04-17,1.12,3849051.4,2016,Northeast
2016-04-10,1.09,3756625.12,2016,Northeast
2016-04-03,1.18,3872680.79,2016,Northeast
2016-04-24,1.07,431615.62,2016,NorthernNewEngland
2016-04-17,1.12,399074.14,2016,NorthernNewEngland
2016-04-10,1.04,409227.87,2016,NorthernNewEngland
2016-04-03,0.99,486716.71,2016,NorthernNewEngland
2016-04-24,0.83,533830.62,2016,Orlando
2016-04-17,1.06,347880.73,2016,Orlando
2016-04-10,0.83,517277.53,2016,Orlando
2016-04-03,1.05,349121.77,2016,Orlando
2016-04-24,1.17,504960.76,2016,Philadelphia
2016-04-17,1.17,366448.78,2016,Philadelphia
2016-04-10,1.17,346080.71,2016,Philadelphia
2016-04-03,1.28,370753.84,2016,Philadelphia
2016-04-24,0.54,1352494.83,2016,PhoenixTucson
2016-04-17,0.61,1166007.02,2016,PhoenixTucson
2016-04-10,0.56,1387970.0,2016,PhoenixTucson
2016-04-03,0.61,1091234.04,2016,PhoenixTucson
2016-04-24,1.02,109421.34,2016,Pittsburgh
2016-04-17,1.17,107271.68,2016,Pittsburgh
2016-04-10,1.18,102684.74,2016,Pittsburgh
2016-04-03,1.26,87991.76,2016,Pittsburgh
2016-04-24,0.95,2088524.46,2016,Plains
2016-04-17,0.95,2114990.64,2016,Plains
2016-04-10,1.0,1872378.56,2016,Plains
2016-04-03,1.04,1769050.34,2016,Plains
2016-04-24,0.79,714374.65,2016,Portland
2016-04-17,0.69,917689.13,2016,Portland
2016-04-10,0.88,681434.09,2016,Portland
2016-04-03,0.79,806264.89,2016,Portland
2016-04-24,1.07,311438.51,2016,RaleighGreensboro
2016-04-17,1.11,284896.14,2016,RaleighGreensboro
2016-04-10,1.09,274246.43,2016,RaleighGreensboro
2016-04-03,1.13,262808.03,2016,RaleighGreensboro
2016-04-24,0.98,273208.48,2016,RichmondNorfolk
2016-04-17,0.99,251803.25,2016,RichmondNorfolk
2016-04-10,1.01,220100.13,2016,RichmondNorfolk
2016-04-03,1.03,189989.18,2016,RichmondNorfolk
2016-04-24,0.91,164410.77,2016,Roanoke
2016-04-17,0.93,150910.0,2016,Roanoke
2016-04-10,0.93,133381.56,2016,Roanoke
2016-04-03,0.97,113028.45,2016,Roanoke
2016-04-24,1.01,529817.53,2016,Sacramento
2016-04-17,1.15,448082.46,2016,Sacramento
2016-04-10,1.15,459342.82,2016,Sacramento
2016-04-03,1.05,488547.76,2016,Sacramento
2016-04-24,0.73,623486.79,2016,SanDiego
2016-04-17,0.8,621350.28,2016,SanDiego
2016-04-10,0.84,589694.67,2016,SanDiego
2016-04-03,0.9,527115.47,2016,SanDiego
2016-04-24,1.0,1017425.89,2016,SanFrancisco
2016-04-17,1.39,786422.89,2016,SanFrancisco
2016-04-10,1.38,765652.36,2016,SanFrancisco
2016-04-03,1.12,849739.84,2016,SanFrancisco
2016-04-24,0.88,752138.28,2016,Seattle
2016-04-17,0.84,862450.87,2016,Seattle
2016-04-10,0.93,728447.49,2016,Seattle
2016-04-03,0.86,793187.83,2016,Seattle
2016-04-24,0.93,420066.9,2016,SouthCarolina
2016-04-17,1.01,370690.55,2016,SouthCarolina
2016-04-10,0.96,397990.96,2016,SouthCarolina
2016-04-03,1.05,340564.79,2016,SouthCarolina
2016-04-24,0.7,6893900.54,2016,SouthCentral
2016-04-17,0.71,6657073.54,2016,SouthCentral
2016-04-10,0.73,6414263.17,2016,SouthCentral
2016-04-03,0.74,6154503.04,2016,SouthCentral
2016-04-24,0.84,5062464.54,2016,Southeast
2016-04-17,1.01,3673260.93,2016,Southeast
2016-04-10,0.86,4792907.32,2016,Southeast
2016-04-03,1.04,3507226.18,2016,Southeast
2016-04-24,0.95,95660.52,2016,Spokane
2016-04-17,0.82,131734.46,2016,Spokane
2016-04-10,0.96,103998.99,2016,Spokane
2016-04-03,0.92,98398.44,2016,Spokane
2016-04-24,0.8,233320.58,2016,StLouis
2016-04-17,0.91,197200.66,2016,StLouis
2016-04-10,0.87,218755.02,2016,StLouis
2016-04-03,0.94,179484.73,2016,StLouis
2016-04-24,1.22,68819.0,2016,Syracuse
2016-04-17,1.21,70543.09,2016,Syracuse
2016-04-10,1.28,62892.35,2016,Syracuse
2016-04-03,1.03,58862.37,2016,Syracuse
2016-04-24,0.86,566117.77,2016,Tampa
2016-04-17,1.06,387923.77,2016,Tampa
2016-04-10,0.85,549365.61,2016,Tampa
2016-04-03,1.04,402546.34,2016,Tampa
2016-04-24,0.87,39607695.3,2016,TotalUS
2016-04-17,0.9,37467885.19,2016,TotalUS
2016-04-10,0.9,36584029.39,2016,TotalUS
2016-04-03,0.94,33668450.55,2016,TotalUS
2016-04-24,0.78,6746174.8,2016,West
2016-04-17,0.77,7592473.98,2016,West
2016-04-10,0.79,7275842.54,2016,West
2016-04-03,0.79,6645738.99,2016,West
2016-04-24,0.77,859293.22,2016,WestTexNewMexico
2016-04-17,0.73,944337.62,2016,WestTexNewMexico
2016-04-10,0.77,897755.55,2016,WestTexNewMexico
2016-04-03,0.73,776232.98,2016,WestTexNewMexico
2016-04-24,1.77,2328.82,2016,Albany
2016-04-17,1.82,2058.73,2016,Albany
2016-04-10,1.62,2161.66,2016,Albany
2016-04-03,1.56,1903.46,2016,Albany
2016-04-24,1.38,9858.95,2016,Atlanta
2016-04-17,1.36,8352.12,2016,Atlanta
2016-04-10,1.5,7130.98,2016,Atlanta
2016-04-03,1.51,9283.54,2016,Atlanta
2016-04-24,1.65,27335.53,2016,BaltimoreWashington
2016-04-17,1.49,22368.16,2016,BaltimoreWashington
2016-04-10,1.73,22013.07,2016,BaltimoreWashington
2016-04-03,1.71,22270.5,2016,BaltimoreWashington
2016-04-24,1.46,2907.11,2016,Boise
2016-04-17,1.56,1228.73,2016,Boise
2016-04-10,1.0,3469.2,2016,Boise
2016-04-03,1.08,2909.88,2016,Boise
2016-04-24,1.73,18656.87,2016,Boston
2016-04-17,1.59,12779.06,2016,Boston
2016-04-10,1.68,14563.78,2016,Boston
2016-04-03,1.73,12763.11,2016,Boston
2016-04-24,1.55,6903.38,2016,BuffaloRochester
2016-04-17,1.76,4295.0,2016,BuffaloRochester
2016-04-10,1.63,6772.32,2016,BuffaloRochester
2016-04-03,1.48,6217.4,2016,BuffaloRochester
2016-04-24,1.39,208434.9,2016,California
2016-04-17,1.39,187358.5,2016,California
2016-04-10,1.4,193519.09,2016,California
2016-04-03,1.39,206688.54,2016,California
2016-04-24,1.67,6489.79,2016,Charlotte
2016-04-17,1.77,4460.01,2016,Charlotte
2016-04-10,1.6,5734.3,2016,Charlotte
2016-04-03,1.71,5126.69,2016,Charlotte
2016-04-24,1.63,35192.95,2016,Chicago
2016-04-17,1.55,25405.66,2016,Chicago
2016-04-10,1.68,35474.03,2016,Chicago
2016-04-03,1.66,35602.29,2016,Chicago
2016-04-24,1.44,15395.22,2016,CincinnatiDayton
