Date,AveragePrice,Total Volume,year,region
2017-07-30,1.61,83599.96,2017,Albany
2017-07-23,1.49,84416.61,2017,Albany
2017-07-16,1.39,102461.61,2017,Albany
2017-07-09,1.52,101331.41,2017,Albany
2017-07-02,1.56,98282.07,2017,Albany
2017-07-30,1.34,472013.29,2017,Atlanta
2017-07-23,1.24,518682.51,2017,Atlanta
2017-07-16,1.2,582068.66,2017,Atlanta
2017-07-09,1.19,507337.7,2017,Atlanta
2017-07-02,1.16,528297.88,2017,Atlanta
2017-07-30,1.47,655426.21,2017,BaltimoreWashington
2017-07-23,1.48,692872.87,2017,BaltimoreWashington
2017-07-16,1.48,670476.49,2017,BaltimoreWashington
2017-07-09,1.64,701869.5,2017,BaltimoreWashington
2017-07-02,1.6,672614.37,2017,BaltimoreWashington
2017-07-30,1.54,72020.82,2017,Boise
2017-07-23,1.51,70783.8,2017,Boise
2017-07-16,1.49,72245.09,2017,Boise
2017-07-09,0.98,125786.14,2017,Boise
2017-07-02,1.17,97408.49,2017,Boise
2017-07-30,1.48,568255.53,2017,Boston
2017-07-23,1.37,686734.63,2017,Boston
2017-07-16,1.56,594015.93,2017,Boston
2017-07-09,1.69,560021.69,2017,Boston
2017-07-02,1.67,545128.14,2017,Boston
2017-07-30,1.32,146069.4,2017,BuffaloRochester
2017-07-23,1.34,148098.37,2017,BuffaloRochester
2017-07-16,1.35,144761.54,2017,BuffaloRochester
2017-07-09,1.31,166851.73,2017,BuffaloRochester
2017-07-02,1.34,144309.09,2017,BuffaloRochester
2017-07-30,1.38,5571000.96,2017,California
2017-07-23,1.46,5188483.1,2017,California
2017-07-16,1.49,5405190.35,2017,California
2017-07-09,1.28,6499668.48,2017,California
2017-07-02,1.28,6607292.61,2017,California
2017-07-30,1.4,212607.67,2017,Charlotte
2017-07-23,1.39,215463.51,2017,Charlotte
2017-07-16,1.38,209534.16,2017,Charlotte
2017-07-09,1.32,222027.09,2017,Charlotte
2017-07-02,1.36,224816.41,2017,Charlotte
2017-07-30,1.62,735265.55,2017,Chicago
2017-07-23,1.59,752799.06,2017,Chicago
2017-07-16,1.54,801887.84,2017,Chicago
2017-07-09,1.54,880107.48,2017,Chicago
2017-07-02,1.45,943746.5,2017,Chicago
2017-07-30,1.48,213593.1,2017,CincinnatiDayton
2017-07-23,1.47,215667.84,2017,CincinnatiDayton
2017-07-16,1.5,218147.06,2017,CincinnatiDayton
2017-07-09,1.09,255253.55,2017,CincinnatiDayton
2017-07-02,0.79,336087.28,2017,CincinnatiDayton
2017-07-30,1.22,170792.43,2017,Columbus
2017-07-23,1.39,137783.13,2017,Columbus
2017-07-16,1.36,150749.34,2017,Columbus
2017-07-09,0.95,240071.43,2017,Columbus
2017-07-02,0.85,276442.3,2017,Columbus
2017-07-30,1.03,1154233.85,2017,DallasFtWorth
2017-07-23,0.99,1197803.17,2017,DallasFtWorth
2017-07-16,0.98,1219892.61,2017,DallasFtWorth
2017-07-09,0.84,1514500.0,2017,DallasFtWorth
2017-07-02,0.9,1378563.61,2017,DallasFtWorth
2017-07-30,1.19,787191.53,2017,Denver
2017-07-23,1.15,971350.62,2017,Denver
2017-07-16,1.46,642837.36,2017,Denver
2017-07-09,1.11,951407.12,2017,Denver
2017-07-02,1.19,813544.33,2017,Denver
2017-07-30,1.29,339850.04,2017,Detroit
2017-07-23,1.55,267254.47,2017,Detroit
2017-07-16,1.18,385966.55,2017,Detroit
2017-07-09,0.99,502774.82,2017,Detroit
2017-07-02,1.22,392513.77,2017,Detroit
2017-07-30,1.63,127602.86,2017,GrandRapids
2017-07-23,1.68,136088.12,2017,GrandRapids
2017-07-16,1.42,169837.53,2017,GrandRapids
2017-07-09,1.43,178186.11,2017,GrandRapids
2017-07-02,1.51,192007.39,2017,GrandRapids
2017-07-30,1.44,3127451.33,2017,GreatLakes
2017-07-23,1.47,3014558.52,2017,GreatLakes
2017-07-16,1.38,3372297.92,2017,GreatLakes
2017-07-09,1.2,4104371.46,2017,GreatLakes
2017-07-02,1.18,4250394.01,2017,GreatLakes
2017-07-30,1.36,222758.77,2017,HarrisburgScranton
2017-07-23,1.38,224207.07,2017,HarrisburgScranton
2017-07-16,1.38,224434.92,2017,HarrisburgScranton
2017-07-09,1.47,237446.62,2017,HarrisburgScranton
2017-07-02,1.48,226114.96,2017,HarrisburgScranton
2017-07-30,1.56,258166.4,2017,HartfordSpringfield
2017-07-23,1.59,264308.37,2017,HartfordSpringfield
2017-07-16,1.59,265615.87,2017,HartfordSpringfield
2017-07-09,1.72,273059.91,2017,HartfordSpringfield
2017-07-02,1.76,259782.83,2017,HartfordSpringfield
2017-07-30,1.0,1117345.6,2017,Houston
2017-07-23,1.02,1088792.51,2017,Houston
2017-07-16,1.01,1143310.87,2017,Houston
2017-07-09,0.78,1513596.5,2017,Houston
2017-07-02,0.83,1348652.11,2017,Houston
2017-07-30,1.41,159525.4,2017,Indianapolis
2017-07-23,1.36,155196.74,2017,Indianapolis
2017-07-16,1.35,166601.37,2017,Indianapolis
2017-07-09,1.08,209047.97,2017,Indianapolis
2017-07-02,1.09,194572.17,2017,Indianapolis
2017-07-30,1.43,157712.19,2017,Jacksonville
2017-07-23,1.44,172994.22,2017,Jacksonville
2017-07-16,1.48,160177.18,2017,Jacksonville
2017-07-09,1.42,161864.64,2017,Jacksonville
2017-07-02,1.41,189413.48,2017,Jacksonville
2017-07-30,1.29,288905.9,2017,LasVegas
2017-07-23,1.28,296887.44,2017,LasVegas
2017-07-16,1.22,299858.79,2017,LasVegas
2017-07-09,0.99,399827.4,2017,LasVegas
2017-07-02,1.06,376795.81,2017,LasVegas
2017-07-30,1.39,2426027.85,2017,LosAngeles
2017-07-23,1.38,2484918.32,2017,LosAngeles
2017-07-16,1.37,2558156.26,2017,LosAngeles
2017-07-09,1.12,3382974.98,2017,LosAngeles
2017-07-02,1.07,3507155.74,2017,LosAngeles
2017-07-30,1.3,90428.76,2017,Louisville
2017-07-23,1.37,92486.04,2017,Louisville
2017-07-16,1.44,87217.2,2017,Louisville
2017-07-09,1.01,124946.18,2017,Louisville
2017-07-02,1.02,113658.98,2017,Louisville
2017-07-30,1.46,501001.78,2017,MiamiFtLauderdale
2017-07-23,1.47,546833.62,2017,MiamiFtLauderdale
2017-07-16,1.48,523617.87,2017,MiamiFtLauderdale
2017-07-09,1.43,550195.13,2017,MiamiFtLauderdale
2017-07-02,1.44,627569.42,2017,MiamiFtLauderdale
2017-07-30,1.34,2817091.62,2017,Midsouth
2017-07-23,1.34,2886538.37,2017,Midsouth
2017-07-16,1.34,2827404.11,2017,Midsouth
2017-07-09,1.29,3173372.45,2017,Midsouth
2017-07-02,1.26,3218961.84,2017,Midsouth
2017-07-30,1.14,217774.89,2017,Nashville
2017-07-23,1.21,211384.21,2017,Nashville
2017-07-16,1.18,212210.95,2017,Nashville
2017-07-09,0.99,267296.7,2017,Nashville
2017-07-02,0.96,281067.39,2017,Nashville
2017-07-30,1.4,246036.68,2017,NewOrleansMobile
2017-07-23,1.39,262774.91,2017,NewOrleansMobile
2017-07-16,1.32,232912.36,2017,NewOrleansMobile
2017-07-09,1.26,267928.19,2017,NewOrleansMobile
2017-07-02,1.27,302052.69,2017,NewOrleansMobile
2017-07-30,1.52,1306226.34,2017,NewYork
2017-07-23,1.55,1306877.98,2017,NewYork
2017-07-16,1.57,1327763.45,2017,NewYork
2017-07-09,1.63,1442667.56,2017,NewYork
2017-07-02,1.72,1304560.72,2017,NewYork
2017-07-30,1.49,4018833.97,2017,Northeast
2017-07-23,1.46,4222039.27,2017,Northeast
2017-07-16,1.5,4180237.98,2017,Northeast
2017-07-09,1.58,4406341.73,2017,Northeast
2017-07-02,1.63,4035234.26,2017,Northeast
2017-07-30,1.55,412937.73,2017,NorthernNewEngland
2017-07-23,1.38,464876.48,2017,NorthernNewEngland
2017-07-16,1.39,490940.46,2017,NorthernNewEngland
2017-07-09,1.48,486214.04,2017,NorthernNewEngland
2017-07-02,1.57,432564.12,2017,NorthernNewEngland
2017-07-30,1.4,321422.84,2017,Orlando
2017-07-23,1.38,361733.69,2017,Orlando
2017-07-16,1.42,331752.25,2017,Orlando
2017-07-09,1.4,343076.46,2017,Orlando
2017-07-02,1.4,414176.6,2017,Orlando
2017-07-30,1.47,404029.77,2017,Philadelphia
2017-07-23,1.47,393360.73,2017,Philadelphia
2017-07-16,1.51,381469.09,2017,Philadelphia
2017-07-09,1.59,406120.55,2017,Philadelphia
2017-07-02,1.68,365488.32,2017,Philadelphia
2017-07-30,0.96,930918.01,2017,PhoenixTucson
2017-07-23,0.89,1072590.2,2017,PhoenixTucson
2017-07-16,0.92,973521.7,2017,PhoenixTucson
2017-07-09,0.75,1347858.68,2017,PhoenixTucson
2017-07-02,0.77,1224659.64,2017,PhoenixTucson
2017-07-30,1.29,104351.36,2017,Pittsburgh
2017-07-23,1.29,105012.68,2017,Pittsburgh
2017-07-16,1.26,106344.95,2017,Pittsburgh
2017-07-09,1.25,116575.48,2017,Pittsburgh
2017-07-02,1.25,124868.74,2017,Pittsburgh
2017-07-30,1.46,1718325.16,2017,Plains
2017-07-23,1.39,1854451.3,2017,Plains
2017-07-16,1.38,1843260.04,2017,Plains
2017-07-09,1.32,2106705.01,2017,Plains
2017-07-02,1.31,2223310.81,2017,Plains
2017-07-30,1.34,575652.16,2017,Portland
2017-07-23,1.15,606128.4,2017,Portland
2017-07-16,1.38,530468.65,2017,Portland
2017-07-09,0.7,1136070.26,2017,Portland
2017-07-02,0.99,767074.64,2017,Portland
2017-07-30,1.31,289052.93,2017,RaleighGreensboro
2017-07-23,1.31,286761.46,2017,RaleighGreensboro
2017-07-16,1.3,270590.36,2017,RaleighGreensboro
2017-07-09,1.25,309542.11,2017,RaleighGreensboro
2017-07-02,1.22,314536.29,2017,RaleighGreensboro
2017-07-30,1.26,229911.14,2017,RichmondNorfolk
2017-07-23,1.13,266821.34,2017,RichmondNorfolk
2017-07-16,1.17,267806.51,2017,RichmondNorfolk
2017-07-09,1.19,257780.31,2017,RichmondNorfolk
2017-07-02,1.21,257162.16,2017,RichmondNorfolk
2017-07-30,1.29,123476.6,2017,Roanoke
