Date,AveragePrice,Total Volume,year,region
2016-02-28,1.26,87822.43,2016,Albany
2016-02-21,1.28,99817.47,2016,Albany
2016-02-14,1.13,98008.16,2016,Albany
2016-02-07,1.07,169614.01,2016,Albany
2016-02-28,0.9,555470.58,2016,Atlanta
2016-02-21,1.04,417205.77,2016,Atlanta
2016-02-14,0.97,481484.29,2016,Atlanta
2016-02-07,0.76,722211.0,2016,Atlanta
2016-02-28,1.12,888570.06,2016,BaltimoreWashington
2016-02-21,1.2,739486.27,2016,BaltimoreWashington
2016-02-14,1.11,905144.72,2016,BaltimoreWashington
2016-02-07,1.1,966321.0,2016,BaltimoreWashington
2016-02-28,0.89,89981.54,2016,Boise
2016-02-21,0.74,93951.14,2016,Boise
2016-02-14,0.94,78070.34,2016,Boise
2016-02-07,0.82,123715.17,2016,Boise
2016-02-28,1.08,652943.0,2016,Boston
2016-02-21,1.14,553709.44,2016,Boston
2016-02-14,0.98,751656.56,2016,Boston
2016-02-07,1.05,678810.37,2016,Boston
2016-02-28,1.22,154057.74,2016,BuffaloRochester
2016-02-21,1.31,126537.43,2016,BuffaloRochester
2016-02-14,1.29,137984.28,2016,BuffaloRochester
2016-02-07,1.3,177910.41,2016,BuffaloRochester
2016-02-28,0.89,6588277.7,2016,California
2016-02-21,0.89,6374019.03,2016,California
2016-02-14,0.82,6807283.15,2016,California
2016-02-07,0.7,10361698.17,2016,California
2016-02-28,1.05,215161.41,2016,Charlotte
2016-02-21,1.07,193132.2,2016,Charlotte
2016-02-14,1.0,204110.86,2016,Charlotte
2016-02-07,0.8,325941.39,2016,Charlotte
2016-02-28,1.15,780951.86,2016,Chicago
2016-02-21,1.09,752336.04,2016,Chicago
2016-02-14,1.0,803120.71,2016,Chicago
2016-02-07,0.82,1134049.22,2016,Chicago
2016-02-28,0.87,227593.54,2016,CincinnatiDayton
2016-02-21,0.86,190349.58,2016,CincinnatiDayton
2016-02-14,0.86,229211.34,2016,CincinnatiDayton
2016-02-07,0.81,302337.87,2016,CincinnatiDayton
2016-02-28,1.03,154967.56,2016,Columbus
2016-02-21,1.05,126067.56,2016,Columbus
2016-02-14,0.91,173980.1,2016,Columbus
2016-02-07,0.81,233905.62,2016,Columbus
2016-02-28,0.74,1199630.68,2016,DallasFtWorth
2016-02-21,0.83,1006181.04,2016,DallasFtWorth
2016-02-14,0.65,1358553.29,2016,DallasFtWorth
2016-02-07,0.71,1515264.27,2016,DallasFtWorth
2016-02-28,0.74,1058089.41,2016,Denver
2016-02-21,0.73,955582.65,2016,Denver
2016-02-14,0.7,966134.31,2016,Denver
2016-02-07,0.63,1365558.26,2016,Denver
2016-02-28,1.13,342465.19,2016,Detroit
2016-02-21,1.2,247820.38,2016,Detroit
2016-02-14,1.0,334544.52,2016,Detroit
2016-02-07,0.77,594784.92,2016,Detroit
2016-02-28,1.07,202356.13,2016,GrandRapids
2016-02-21,1.16,142681.62,2016,GrandRapids
2016-02-14,1.13,154975.46,2016,GrandRapids
2016-02-07,0.94,290555.59,2016,GrandRapids
2016-02-28,1.05,3419909.75,2016,GreatLakes
2016-02-21,1.07,2837626.92,2016,GreatLakes
2016-02-14,0.96,3386951.48,2016,GreatLakes
2016-02-07,0.85,4865296.26,2016,GreatLakes
2016-02-28,1.11,254954.35,2016,HarrisburgScranton
2016-02-21,1.15,235440.15,2016,HarrisburgScranton
2016-02-14,1.09,264904.19,2016,HarrisburgScranton
2016-02-07,1.1,310166.32,2016,HarrisburgScranton
2016-02-28,1.17,357504.15,2016,HartfordSpringfield
2016-02-21,1.28,288176.27,2016,HartfordSpringfield
2016-02-14,1.1,398441.13,2016,HartfordSpringfield
2016-02-07,1.16,393866.28,2016,HartfordSpringfield
2016-02-28,0.76,1048304.1,2016,Houston
2016-02-21,0.8,966990.9,2016,Houston
2016-02-14,0.67,1191352.2,2016,Houston
2016-02-07,0.69,1323490.25,2016,Houston
2016-02-28,0.99,188077.25,2016,Indianapolis
2016-02-21,1.03,153498.43,2016,Indianapolis
2016-02-14,0.83,219871.64,2016,Indianapolis
2016-02-07,0.88,240237.26,2016,Indianapolis
2016-02-28,0.77,253489.72,2016,Jacksonville
2016-02-21,1.01,141335.89,2016,Jacksonville
2016-02-14,0.95,151724.07,2016,Jacksonville
2016-02-07,0.54,369757.62,2016,Jacksonville
2016-02-28,0.86,316563.55,2016,LasVegas
2016-02-21,0.83,337403.05,2016,LasVegas
2016-02-14,0.79,371467.52,2016,LasVegas
2016-02-07,0.74,437746.54,2016,LasVegas
2016-02-28,0.72,3332578.34,2016,LosAngeles
2016-02-21,0.76,3232888.65,2016,LosAngeles
2016-02-14,0.65,3664088.6,2016,LosAngeles
2016-02-07,0.58,4982700.11,2016,LosAngeles
2016-02-28,0.94,102196.72,2016,Louisville
2016-02-21,0.86,114817.03,2016,Louisville
2016-02-14,0.86,124650.69,2016,Louisville
2016-02-07,0.85,148704.27,2016,Louisville
2016-02-28,0.83,822403.21,2016,MiamiFtLauderdale
2016-02-21,1.1,481704.97,2016,MiamiFtLauderdale
2016-02-14,1.12,446631.37,2016,MiamiFtLauderdale
2016-02-07,0.59,1180631.07,2016,MiamiFtLauderdale
2016-02-28,1.05,3032920.39,2016,Midsouth
2016-02-21,1.06,2747176.06,2016,Midsouth
2016-02-14,0.99,3173460.24,2016,Midsouth
2016-02-07,0.91,4131614.84,2016,Midsouth
2016-02-28,0.88,190263.02,2016,Nashville
2016-02-21,0.94,182025.3,2016,Nashville
2016-02-14,0.88,203205.09,2016,Nashville
2016-02-07,0.77,268608.69,2016,Nashville
2016-02-28,0.8,320342.69,2016,NewOrleansMobile
2016-02-21,0.89,263057.19,2016,NewOrleansMobile
2016-02-14,0.81,269319.37,2016,NewOrleansMobile
2016-02-07,0.58,542750.89,2016,NewOrleansMobile
2016-02-28,1.15,1594427.98,2016,NewYork
2016-02-21,1.21,1315177.5,2016,NewYork
2016-02-14,1.09,1806980.64,2016,NewYork
2016-02-07,0.95,2202127.86,2016,NewYork
2016-02-28,1.15,4481119.44,2016,Northeast
2016-02-21,1.21,3948234.94,2016,Northeast
2016-02-14,1.08,4959257.88,2016,Northeast
2016-02-07,1.03,5919226.12,2016,Northeast
2016-02-28,1.1,387149.69,2016,NorthernNewEngland
2016-02-21,1.16,380427.08,2016,NorthernNewEngland
2016-02-14,0.99,456439.67,2016,NorthernNewEngland
2016-02-07,0.97,605846.78,2016,NorthernNewEngland
2016-02-28,0.82,496972.61,2016,Orlando
2016-02-21,1.05,296932.11,2016,Orlando
2016-02-14,0.96,312270.64,2016,Orlando
2016-02-07,0.58,696369.34,2016,Orlando
2016-02-28,1.27,419881.8,2016,Philadelphia
2016-02-21,1.26,409152.46,2016,Philadelphia
2016-02-14,1.19,445228.64,2016,Philadelphia
2016-02-07,0.96,675832.78,2016,Philadelphia
2016-02-28,0.57,1290021.19,2016,PhoenixTucson
2016-02-21,0.67,1098967.88,2016,PhoenixTucson
2016-02-14,0.61,1209857.67,2016,PhoenixTucson
2016-02-07,0.55,1609195.36,2016,PhoenixTucson
2016-02-28,1.21,96483.82,2016,Pittsburgh
2016-02-21,1.23,84755.36,2016,Pittsburgh
2016-02-14,1.14,87228.1,2016,Pittsburgh
2016-02-07,1.18,105805.21,2016,Pittsburgh
2016-02-28,1.07,1647189.23,2016,Plains
2016-02-21,1.03,1672884.28,2016,Plains
2016-02-14,0.97,1790822.72,2016,Plains
2016-02-07,0.83,2838853.24,2016,Plains
2016-02-28,0.83,725928.01,2016,Portland
2016-02-21,0.71,823186.03,2016,Portland
2016-02-14,0.87,567176.93,2016,Portland
2016-02-07,0.72,948838.16,2016,Portland
2016-02-28,1.08,281060.42,2016,RaleighGreensboro
2016-02-21,1.05,263148.45,2016,RaleighGreensboro
2016-02-14,0.99,283960.43,2016,RaleighGreensboro
2016-02-07,0.86,403849.99,2016,RaleighGreensboro
2016-02-28,1.04,230260.29,2016,RichmondNorfolk
2016-02-21,0.98,214625.59,2016,RichmondNorfolk
2016-02-14,0.92,254611.93,2016,RichmondNorfolk
2016-02-07,0.78,394461.41,2016,RichmondNorfolk
2016-02-28,0.99,135623.05,2016,Roanoke
2016-02-21,0.98,115875.65,2016,Roanoke
2016-02-14,0.9,159758.46,2016,Roanoke
2016-02-07,0.91,198011.31,2016,Roanoke
2016-02-28,1.13,439280.11,2016,Sacramento
2016-02-21,1.09,419479.7,2016,Sacramento
2016-02-14,1.04,447945.8,2016,Sacramento
2016-02-07,0.91,796524.48,2016,Sacramento
2016-02-28,0.8,585693.61,2016,SanDiego
2016-02-21,0.86,592197.58,2016,SanDiego
2016-02-14,0.79,595414.77,2016,SanDiego
2016-02-07,0.61,917660.79,2016,SanDiego
2016-02-28,1.29,824092.61,2016,SanFrancisco
2016-02-21,1.15,799826.02,2016,SanFrancisco
2016-02-14,1.34,696959.32,2016,SanFrancisco
2016-02-07,0.89,1355047.15,2016,SanFrancisco
2016-02-28,0.91,737516.16,2016,Seattle
2016-02-21,0.86,755726.36,2016,Seattle
2016-02-14,0.98,593651.59,2016,Seattle
2016-02-07,0.75,1040955.47,2016,Seattle
2016-02-28,0.93,387740.23,2016,SouthCarolina
2016-02-21,1.04,302654.13,2016,SouthCarolina
2016-02-14,0.91,342704.71,2016,SouthCarolina
2016-02-07,0.69,593759.78,2016,SouthCarolina
2016-02-28,0.77,5698454.09,2016,SouthCentral
2016-02-21,0.82,5108381.41,2016,SouthCentral
2016-02-14,0.7,6349601.68,2016,SouthCentral
2016-02-07,0.7,7606351.8,2016,SouthCentral
2016-02-28,0.84,4740050.22,2016,Southeast
